previewOnset,blockOnset,cue,trialStart,ISI,foodPic,foodNum,cond,likingRating,foodOnset,ratingOnset,effortOnset,foodDuration,ratingDuration,effortDuration,respCue,respRating,respEffort,rtCue,rtRating,rtEffort
0.0640443789998244,3.11556296599883,CHOOSE,19484.255175098,1,Donuts04.jpg,1,CHOOSE,4,6.1335590359995,11.1365665469966,13.6538704479972,5.00300751099712,2.51730390100056,2.51780641400183,1,1,2,0.61055824000141,0.737967813001887,0.638679653999134
0.0640443789998244,3.11556296599883,CHOOSE,19495.325269517,1,Donuts25.jpg,3,CHOOSE,1,17.2055114369978,22.2079475909995,24.7257471909979,5.00243615400177,2.5177995999984,2.51776270100163,1,2,1,0.61055824000141,0.481251175999205,0.67480752100164
0.0640443789998244,3.11556296599883,CHOOSE,19506.394076121,1,IceCream04.jpg,2,CHOOSE,4,28.2774426299984,33.2798173329975,35.7977063419967,5.00237470299908,2.51788900899919,2.5178042890002,1,NULL,NULL,0.61055824000141,NaN,NaN
38.3487822299976,41.3669042649999,LOOK,19522.498189581,1,IceCream24.jpg,4,LOOK,3,44.3849776359966,49.3879854509978,51.9053281119996,5.00300781500118,2.51734266100175,2.51776867999797,NULL,NULL,NULL,NaN,NaN,NaN
38.3487822299976,41.3669042649999,LOOK,19533.577249632,1,IceCream13.jpg,6,LOOK,1,55.4568872079981,60.4593456659968,62.9771339089966,5.00245845799873,2.51778824299981,2.51797876500132,NULL,NULL,NULL,NaN,NaN,NaN
38.3487822299976,41.3669042649999,LOOK,19544.64854855,1,Donuts17.jpg,5,LOOK,1,66.5288322499982,71.5312911799992,74.0490353549976,5.00245893000101,2.51774417499837,2.51798662100191,NULL,NULL,NULL,NaN,NaN,NaN
76.6003930029983,79.6184813,REGULATE,19560.748508887,1,IceCream08.jpg,7,REGULATE,4,82.6365225269983,87.6388429009967,90.1567128729985,5.00232037399837,2.51786997200179,2.51784656399832,NULL,NULL,NULL,NaN,NaN,NaN
76.6003930029983,79.6184813,REGULATE,19571.82413259,1,Cookies26.jpg,8,REGULATE,4,93.7083757829969,98.7107293149966,101.228669058997,5.00235353199969,2.51793974400061,2.5178190810002,NULL,NULL,NULL,NaN,NaN,NaN
76.6003930029983,79.6184813,REGULATE,19582.897979269,1,Donuts14.jpg,9,REGULATE,1,104.780269886,109.782758178997,112.300605056,5.00248829299744,2.51784687700274,2.5177976269988,NULL,NULL,NULL,NaN,NaN,NaN
114.851742587998,117.869928239998,LOOK,19599.000274541,1,IceCream14.jpg,12,LOOK,1,120.887998323997,125.890407056999,128.408218535998,5.00240873300208,2.51781147899965,2.51788155399845,NULL,NULL,NULL,NaN,NaN,NaN
114.851742587998,117.869928239998,LOOK,19610.079454236,1,IceCream26.jpg,10,LOOK,4,131.959843430999,136.962198865,139.480199693,5.00235543400049,2.51800082800037,2.5178335069977,NULL,NULL,NULL,NaN,NaN,NaN
114.851742587998,117.869928239998,LOOK,19621.14743366,1,Donuts19.jpg,11,LOOK,2,143.031780669997,148.034190429,150.552095595998,5.00240975900306,2.51790516699839,2.51776275099837,NULL,NULL,NULL,NaN,NaN,NaN
153.120014912998,156.137945592,CHOOSE,19637.26936449,1,IceCream20.jpg,14,CHOOSE,2,159.156104750997,164.158506427997,166.676372394999,5.00240167700031,2.51786596700185,2.51778210699922,NULL,NULL,NULL,NaN,NaN,NaN
153.120014912998,156.137945592,CHOOSE,19648.344806427,1,IceCream03.jpg,13,CHOOSE,4,170.228120348998,175.230491460999,177.748287471997,5.00237111200113,2.5177960109977,2.51777948600284,NULL,NULL,NULL,NaN,NaN,NaN
153.120014912998,156.137945592,CHOOSE,19659.4218918,1,Cookies09.jpg,15,CHOOSE,1,181.299971570999,186.302248281998,188.820073717998,5.00227671099856,2.51782543599984,2.51795115799905,NULL,NULL,NULL,NaN,NaN,NaN
191.371366812,194.389542997997,REGULATE,19675.519134102,1,IceCream09.jpg,18,REGULATE,1,197.390843907,202.393201147999,204.911077615998,5.00235724099912,2.51787646799858,2.5178974699993,NULL,NULL,NULL,NaN,NaN,NaN
191.371366812,194.389542997997,REGULATE,19686.583198937,1,Donuts30.jpg,16,REGULATE,4,208.462750516999,213.465141625999,215.983014344998,5.00239110899929,2.51787271899957,2.51785067099991,NULL,NULL,NULL,NaN,NaN,NaN
191.371366812,194.389542997997,REGULATE,19697.652756286,1,Cookies12.jpg,17,REGULATE,2,219.534671755999,224.537056287998,227.054902140997,5.00238453199927,2.51784585299902,2.51786556099978,NULL,NULL,NULL,NaN,NaN,NaN
229.62280306,232.640910393999,CHOOSE,19713.770486672,1,Cookies08.jpg,19,CHOOSE,2,235.642387995998,240.644671744998,243.162585686998,5.00228374899962,2.51791394199972,2.5178978820004,NULL,NULL,NULL,NaN,NaN,NaN
229.62280306,232.640910393999,CHOOSE,19724.83194989,1,Cookies23.jpg,21,CHOOSE,0,246.714257562999,251.716753736997,254.234573685997,5.00249617399822,2.51781994900011,2.51775602500129,NULL,NULL,NULL,NaN,NaN,NaN
229.62280306,232.640910393999,CHOOSE,19735.905656318,1,Donuts07.jpg,20,CHOOSE,1,257.786148277999,262.788530261998,265.306420809997,5.00238198399893,2.51789054799883,2.5178066840017,NULL,NULL,NULL,NaN,NaN,NaN
267.874266192997,270.892355758999,CHOOSE,19752.023279432,1,Donuts24.jpg,22,CHOOSE,4,273.910530883997,278.9128733,281.430707969997,5.00234241600265,2.51783466999768,2.51795743100229,NULL,NULL,NULL,NaN,NaN,NaN
267.874266192997,270.892355758999,CHOOSE,19763.100364297,1,IceCream12.jpg,24,CHOOSE,1,284.982419011998,289.984751305998,292.502718395997,5.00233229399964,2.51796708999973,2.51774829400165,NULL,NULL,NULL,NaN,NaN,NaN
267.874266192997,270.892355758999,CHOOSE,19774.174190378,1,Donuts09.jpg,23,CHOOSE,4,296.054296627997,301.056794327997,303.574556385,5.00249769999937,2.51776205700298,2.51781753499745,NULL,NULL,NULL,NaN,NaN,NaN
306.12572154,309.143902854998,CHOOSE,19790.274783112,1,Donuts01.jpg,26,CHOOSE,4,312.161921294999,317.164287296,319.682305247999,5.00236600100106,2.51801795199935,2.51774653199755,NULL,NULL,NULL,NaN,NaN,NaN
306.12572154,309.143902854998,CHOOSE,19801.352845876,1,Cookies24.jpg,27,CHOOSE,1,323.233955568998,328.236200718999,330.754106696997,5.00224515000082,2.51790597799845,2.51784495600077,NULL,NULL,NULL,NaN,NaN,NaN
306.12572154,309.143902854998,CHOOSE,19812.425664097,1,Donuts21.jpg,25,CHOOSE,4,334.305940099999,339.308123588999,341.825986970998,5.00218348899944,2.51786338199963,2.51802472800046,NULL,NULL,NULL,NaN,NaN,NaN
344.393985422998,347.412054429999,CHOOSE,19828.542603839,1,IceCream01.jpg,28,CHOOSE,4,350.430127021998,355.432532205999,357.950375261997,5.00240518400096,2.51784305599722,2.51791094900182,NULL,NULL,NULL,NaN,NaN,NaN
344.393985422998,347.412054429999,CHOOSE,19839.622585576,1,Cookies25.jpg,30,CHOOSE,0,361.501992354999,366.504465362999,369.022300315999,5.00247300800038,2.51783495299969,2.51779202000034,NULL,NULL,NULL,NaN,NaN,NaN
344.393985422998,347.412054429999,CHOOSE,19850.702108679,1,IceCream19.jpg,29,CHOOSE,4,372.590664148,377.592939636997,380.11089059,5.00227548899784,2.51795095300258,2.51780892299939,NULL,NULL,NULL,NaN,NaN,NaN
